,citing_author,paper_citing_id,cited_author,paper_cited_id,time
2199,14,1114,2,2,55
2200,15,1115,16,36,55
2201,16,1116,3,143,55
2202,16,1116,6,466,55
2203,17,1117,8,8,55
2204,17,1117,12,552,55
2205,17,1117,1,21,55
2206,18,1118,2,722,55
2207,18,1118,6,646,55
2208,18,1118,5,65,55
2209,19,1119,10,970,55
2210,19,1119,19,59,55
2211,19,1119,5,605,55
2212,0,1120,6,546,56
2213,0,1120,15,1095,56
2214,0,1120,9,9,56
2215,1,1121,13,13,56
2216,1,1121,7,727,56
2217,2,1122,3,383,56
2218,3,1123,12,72,56
2219,4,1124,9,229,56
2220,4,1124,15,235,56
2221,5,1125,6,186,56
2222,5,1125,2,42,56
2223,6,1126,15,135,56
2224,6,1126,6,606,56
2225,6,1126,8,8,56
2226,7,1127,9,209,56
2227,7,1127,0,20,56
2228,8,1128,13,273,56
2229,8,1128,6,506,56
2230,9,1129,15,15,56
2231,9,1129,5,385,56
2232,10,1130,12,552,56
2233,10,1130,19,19,56
2234,10,1130,18,998,56
2235,11,1131,9,749,56
2236,11,1131,13,133,56
2237,11,1131,0,20,56
2238,12,1132,10,510,56
2239,12,1132,9,9,56
2240,12,1132,18,18,56
2241,13,1133,7,247,56
2242,13,1133,18,18,56
2243,13,1133,16,56,56
2244,14,1134,10,10,56
2245,15,1135,11,211,56
2246,16,1136,5,125,56
2247,16,1136,6,966,56
2248,16,1136,15,355,56
2249,17,1137,3,3,56
2250,17,1137,2,302,56
2251,18,1138,13,933,56
2252,18,1138,7,307,56
2253,18,1138,12,912,56
2254,19,1139,15,15,56
2255,19,1139,2,2,56
2256,19,1139,5,985,56
2257,0,1140,1,241,57
2258,0,1140,15,15,57
2259,0,1140,4,84,57
2260,1,1141,17,337,57
2261,1,1141,11,31,57
2262,2,1142,1,241,57
2263,2,1142,18,318,57
2264,2,1142,15,455,57
2265,3,1143,11,531,57
2266,3,1143,3,1063,57
2267,4,1144,8,528,57
2268,4,1144,14,1054,57
2269,5,1145,16,16,57
2270,5,1145,9,569,57
2271,5,1145,8,148,57
2272,6,1146,17,297,57
2273,6,1146,16,96,57
2274,6,1146,4,664,57
2275,7,1147,2,22,57
2276,8,1148,15,15,57
2277,8,1148,0,700,57
2278,9,1149,13,13,57
2279,9,1149,18,858,57
2280,9,1149,2,42,57
2281,10,1150,4,124,57
2282,11,1151,8,8,57
2283,11,1151,14,134,57
2284,11,1151,12,72,57
2285,12,1152,14,594,57
2286,13,1153,19,599,57
2287,13,1153,4,624,57
2288,13,1153,12,152,57
2289,14,1154,7,807,57
2290,15,1155,18,18,57
2291,15,1155,13,13,57
2292,16,1156,0,400,57
2293,16,1156,19,19,57
2294,17,1157,18,58,57
2295,17,1157,4,604,57
2296,18,1158,17,17,57
2297,18,1158,17,97,57
2298,19,1159,17,117,57
2299,19,1159,8,148,57
2300,19,1159,16,76,57
2301,0,1160,12,52,58
2302,0,1160,17,17,58
2303,0,1160,16,936,58
2304,1,1161,6,466,58
2305,1,1161,17,97,58
2306,1,1161,5,5,58
2307,2,1162,10,590,58
2308,2,1162,15,175,58
2309,2,1162,5,1025,58
2310,3,1163,2,182,58
2311,3,1163,15,15,58
2312,3,1163,9,1149,58
2313,4,1164,11,511,58
2314,4,1164,9,1069,58
2315,5,1165,19,179,58
2316,5,1165,19,19,58
2317,5,1165,3,43,58
2318,6,1166,3,223,58
2319,7,1167,10,170,58
2320,7,1167,9,9,58
2321,8,1168,17,17,58
2322,9,1169,15,15,58
2323,9,1169,4,124,58
2324,9,1169,18,138,58
2325,10,1170,14,474,58
2326,11,1171,11,1031,58
2327,11,1171,16,536,58
2328,11,1171,9,509,58
2329,12,1172,17,97,58
2330,13,1173,14,374,58
2331,13,1173,11,471,58
2332,13,1173,18,318,58
2333,14,1174,16,16,58
2334,15,1175,7,7,58
2335,16,1176,2,2,58
2336,16,1176,9,9,58
2337,16,1176,4,764,58
2338,17,1177,1,121,58
2339,18,1178,2,182,58
2340,18,1178,13,533,58
2341,19,1179,11,671,58
2342,19,1179,6,66,58
2343,19,1179,11,731,58
2344,0,1180,0,0,59
2345,0,1180,13,293,59
2346,1,1181,10,30,59
2347,1,1181,12,132,59
2348,1,1181,6,206,59
2349,2,1182,15,15,59
2350,2,1182,7,7,59
2351,2,1182,18,578,59
2352,3,1183,15,175,59
2353,4,1184,3,3,59
2354,5,1185,14,174,59
2355,5,1185,13,193,59
2356,5,1185,0,1040,59
2357,6,1186,13,513,59
2358,6,1186,12,12,59
2359,6,1186,16,16,59
2360,7,1187,8,8,59
2361,8,1188,16,16,59
2362,9,1189,14,14,59
2363,10,1190,8,768,59
2364,11,1191,3,323,59
2365,11,1191,9,249,59
2366,12,1192,8,128,59
2367,12,1192,4,764,59
2368,12,1192,1,521,59
2369,13,1193,13,13,59
2370,14,1194,18,458,59
2371,15,1195,15,575,59
2372,15,1195,1,901,59
2373,15,1195,9,9,59
2374,16,1196,16,16,59
2375,16,1196,5,125,59
2376,16,1196,8,8,59
2377,17,1197,19,39,59
2378,18,1198,4,604,59
2379,18,1198,10,30,59
2380,19,1199,1,461,59
2381,19,1199,14,14,59
2382,19,1199,2,422,59
2383,0,1200,18,798,60
2384,1,1201,12,12,60
2385,2,1202,13,13,60
2386,2,1202,10,330,60
2387,2,1202,18,538,60
2388,3,1203,9,269,60
2389,3,1203,14,414,60
2390,3,1203,11,371,60
2391,4,1204,9,9,60
2392,5,1205,10,130,60
2393,6,1206,17,377,60
2394,6,1206,18,658,60
2395,6,1206,11,31,60
2396,7,1207,19,1019,60
2397,7,1207,6,286,60
2398,7,1207,10,210,60
2399,8,1208,10,1150,60
2400,8,1208,4,164,60
2401,8,1208,11,231,60
2402,9,1209,15,15,60
2403,10,1210,6,86,60
2404,10,1210,19,19,60
2405,11,1211,4,184,60
2406,11,1211,6,206,60
2407,12,1212,3,83,60
2408,13,1213,3,3,60
2409,13,1213,5,785,60
2410,14,1214,5,445,60
2411,14,1214,9,9,60
2412,15,1215,4,524,60
2413,15,1215,8,348,60
2414,15,1215,0,120,60
2415,16,1216,7,7,60
2416,16,1216,6,86,60
2417,16,1216,16,96,60
2418,17,1217,7,1027,60
2419,17,1217,9,969,60
2420,17,1217,8,8,60
2421,18,1218,2,1002,60
2422,18,1218,8,8,60
2423,18,1218,14,114,60
2424,19,1219,3,3,60
