,citing_author,paper_citing_id,cited_author,paper_cited_id,time
1142,14,574,6,226,28
1143,15,575,11,211,28
1144,15,575,8,148,28
1145,16,576,6,466,28
1146,16,576,1,21,28
1147,17,577,6,206,28
1148,17,577,10,10,28
1149,17,577,18,98,28
1150,18,578,12,32,28
1151,19,579,16,196,28
1152,0,580,3,3,29
1153,1,581,4,264,29
1154,1,581,10,190,29
1155,1,581,18,18,29
1156,2,582,8,8,29
1157,3,583,9,9,29
1158,3,583,3,423,29
1159,4,584,6,506,29
1160,4,584,14,374,29
1161,4,584,19,19,29
1162,5,585,10,510,29
1163,5,585,7,427,29
1164,5,585,18,258,29
1165,6,586,7,247,29
1166,7,587,11,71,29
1167,8,588,10,10,29
1168,8,588,11,211,29
1169,9,589,3,83,29
1170,9,589,8,148,29
1171,9,589,0,420,29
1172,10,590,2,2,29
1173,10,590,13,233,29
1174,11,591,9,9,29
1175,11,591,3,223,29
1176,12,592,9,9,29
1177,12,592,11,231,29
1178,13,593,5,45,29
1179,13,593,5,205,29
1180,14,594,0,20,29
1181,15,595,18,78,29
1182,15,595,12,12,29
1183,15,595,16,196,29
1184,16,596,12,172,29
1185,16,596,19,239,29
1186,17,597,8,8,29
1187,18,598,0,20,29
1188,19,599,0,80,29
1189,19,599,1,21,29
1190,0,600,3,403,30
1191,1,601,5,65,30
1192,1,601,12,72,30
1193,2,602,6,206,30
1194,3,603,4,304,30
1195,3,603,18,18,30
1196,4,604,5,125,30
1197,4,604,5,365,30
1198,4,604,8,188,30
1199,5,605,15,235,30
1200,6,606,9,9,30
1201,7,607,15,75,30
1202,7,607,13,13,30
1203,8,608,16,16,30
1204,8,608,11,31,30
1205,9,609,0,40,30
1206,9,609,16,16,30
1207,9,609,15,15,30
1208,10,610,12,172,30
1209,10,610,7,47,30
1210,10,610,2,322,30
1211,11,611,8,8,30
1212,11,611,15,15,30
1213,11,611,17,97,30
1214,12,612,13,313,30
1215,12,612,6,426,30
1216,12,612,14,14,30
1217,13,613,9,9,30
1218,13,613,10,10,30
1219,14,614,9,9,30
1220,15,615,13,413,30
1221,15,615,6,46,30
1222,16,616,12,12,30
1223,16,616,16,96,30
1224,16,616,5,385,30
1225,17,617,12,52,30
1226,17,617,5,5,30
1227,18,618,14,214,30
1228,18,618,11,131,30
1229,18,618,3,3,30
1230,19,619,11,71,30
1231,19,619,18,18,30
1232,0,620,14,314,31
1233,0,620,13,13,31
1234,1,621,5,125,31
1235,1,621,10,10,31
1236,2,622,18,18,31
1237,2,622,9,209,31
1238,3,623,17,137,31
1239,3,623,5,5,31
1240,3,623,8,8,31
1241,4,624,12,172,31
1242,4,624,7,467,31
1243,5,625,15,315,31
1244,6,626,7,487,31
1245,7,627,19,119,31
1246,7,627,13,73,31
1247,8,628,8,8,31
1248,9,629,5,5,31
1249,9,629,2,502,31
1250,9,629,14,214,31
1251,10,630,17,157,31
1252,11,631,18,58,31
1253,12,632,19,379,31
1254,12,632,18,18,31
1255,12,632,4,464,31
1256,13,633,16,16,31
1257,14,634,16,16,31
1258,14,634,6,186,31
1259,15,635,2,42,31
1260,16,636,10,50,31
1261,17,637,3,3,31
1262,18,638,18,18,31
1263,18,638,0,60,31
1264,18,638,8,8,31
1265,19,639,15,15,31
1266,19,639,18,318,31
1267,0,640,4,124,32
1268,0,640,19,139,32
1269,0,640,3,83,32
1270,1,641,16,56,32
1271,1,641,7,7,32
1272,2,642,19,19,32
1273,2,642,14,314,32
1274,2,642,0,0,32
1275,3,643,7,27,32
1276,3,643,1,21,32
1277,4,644,1,41,32
1278,4,644,11,631,32
1279,4,644,16,36,32
1280,5,645,7,47,32
1281,5,645,16,36,32
1282,5,645,13,613,32
1283,6,646,0,60,32
1284,6,646,1,241,32
1285,6,646,6,6,32
1286,7,647,17,297,32
1287,7,647,16,356,32
1288,8,648,15,455,32
1289,9,649,12,12,32
1290,9,649,12,472,32
1291,9,649,17,17,32
1292,10,650,1,121,32
1293,10,650,9,9,32
1294,10,650,9,229,32
1295,11,651,10,110,32
1296,11,651,7,7,32
1297,12,652,11,131,32
1298,13,653,3,3,32
1299,13,653,18,138,32
1300,13,653,14,34,32
1301,14,654,4,544,32
1302,15,655,19,19,32
1303,15,655,11,371,32
1304,15,655,11,591,32
1305,16,656,6,326,32
1306,16,656,8,48,32
1307,17,657,0,0,32
1308,17,657,10,290,32
1309,17,657,2,602,32
1310,18,658,0,580,32
1311,19,659,14,514,32
1312,19,659,11,271,32
1313,19,659,11,11,32
1314,0,660,4,524,33
1315,1,661,19,59,33
1316,1,661,10,10,33
1317,2,662,6,46,33
1318,2,662,2,302,33
1319,3,663,8,8,33
1320,3,663,19,19,33
1321,3,663,10,10,33
1322,4,664,14,474,33
1323,5,665,8,328,33
1324,6,666,4,64,33
1325,6,666,18,58,33
1326,7,667,3,3,33
1327,8,668,0,0,33
1328,9,669,11,531,33
1329,9,669,12,492,33
1330,9,669,8,188,33
1331,10,670,11,91,33
1332,10,670,7,407,33
1333,11,671,6,546,33
1334,12,672,12,32,33
1335,12,672,16,96,33
1336,12,672,15,15,33
1337,13,673,4,24,33
1338,13,673,7,7,33
1339,14,674,3,83,33
1340,14,674,18,78,33
1341,15,675,18,58,33
1342,16,676,2,242,33
1343,16,676,15,15,33
1344,16,676,17,17,33
1345,17,677,19,239,33
1346,18,678,2,542,33
1347,19,679,18,78,33
1348,19,679,3,83,33
1349,0,680,19,599,34
1350,0,680,8,28,34
1351,0,680,5,65,34
1352,1,681,5,5,34
1353,2,682,16,16,34
1354,2,682,14,374,34
1355,2,682,5,525,34
1356,3,683,9,9,34
1357,3,683,5,425,34
1358,4,684,17,97,34
1359,5,685,10,50,34
1360,5,685,13,233,34
1361,5,685,12,532,34
1362,6,686,15,115,34
1363,6,686,5,525,34
1364,7,687,18,18,34
1365,7,687,12,612,34
1366,8,688,19,199,34
1367,9,689,1,121,34
1368,9,689,4,4,34
1369,9,689,5,265,34
1370,10,690,3,223,34
1371,11,691,18,18,34
1372,11,691,5,125,34
1373,12,692,7,307,34
1374,13,693,13,13,34
1375,14,694,13,493,34
1376,14,694,2,502,34
1377,15,695,13,133,34
1378,15,695,13,73,34
1379,15,695,2,2,34
1380,16,696,13,193,34
1381,16,696,16,16,34
1382,17,697,18,78,34
1383,17,697,8,148,34
1384,18,698,16,16,34
1385,19,699,10,190,34
1386,0,700,15,15,35
1387,0,700,0,20,35
1388,1,701,4,544,35
1389,1,701,19,159,35
1390,1,701,6,26,35
1391,2,702,19,19,35
1392,2,702,14,174,35
1393,3,703,3,283,35
1394,4,704,0,20,35
1395,4,704,6,46,35
1396,5,705,9,109,35
1397,6,706,15,235,35
1398,7,707,10,510,35
1399,7,707,9,9,35
1400,8,708,1,21,35
1401,8,708,12,152,35
1402,8,708,13,13,35
1403,9,709,18,398,35
1404,9,709,9,9,35
1405,10,710,8,8,35
1406,10,710,10,10,35
1407,11,711,10,30,35
1408,11,711,7,27,35
1409,11,711,15,15,35
1410,12,712,19,199,35
1411,12,712,18,18,35
1412,12,712,2,322,35
1413,13,713,3,3,35
1414,13,713,6,146,35
1415,13,713,15,15,35
1416,14,714,11,211,35
1417,14,714,19,179,35
1418,15,715,1,1,35
1419,15,715,14,14,35
1420,16,716,6,6,35
1421,17,717,14,574,35
1422,17,717,4,344,35
1423,18,718,17,437,35
1424,18,718,16,36,35
1425,19,719,15,15,35
1426,0,720,8,28,36
1427,1,721,15,575,36
1428,1,721,15,15,36
1429,1,721,9,9,36
1430,2,722,8,8,36
1431,2,722,19,39,36
1432,3,723,4,664,36
1433,3,723,15,15,36
1434,4,724,12,232,36
1435,4,724,13,53,36
1436,5,725,4,124,36
1437,5,725,6,86,36
1438,6,726,8,508,36
1439,7,727,12,52,36
1440,8,728,0,0,36
1441,8,728,10,170,36
1442,9,729,18,18,36
1443,10,730,12,32,36
1444,10,730,8,408,36
1445,10,730,1,241,36
1446,11,731,3,83,36
1447,12,732,8,28,36
1448,13,733,16,36,36
1449,14,734,3,3,36
1450,14,734,2,542,36
1451,14,734,18,18,36
1452,15,735,0,100,36
1453,15,735,12,12,36
1454,15,735,18,318,36
1455,16,736,16,56,36
1456,17,737,13,133,36
1457,17,737,10,10,36
1458,18,738,13,13,36
1459,19,739,4,144,36
1460,19,739,9,9,36
1461,0,740,10,190,37
1462,1,741,18,18,37
1463,1,741,4,184,37
1464,1,741,11,371,37
1465,2,742,5,65,37
1466,3,743,18,58,37
1467,4,744,9,9,37
1468,4,744,16,196,37
1469,4,744,8,148,37
1470,5,745,5,85,37
1471,5,745,19,19,37
1472,5,745,0,20,37
1473,6,746,5,65,37
1474,7,747,13,13,37
1475,7,747,8,448,37
1476,7,747,8,8,37
1477,8,748,3,463,37
1478,8,748,13,13,37
1479,8,748,12,12,37
1480,9,749,9,49,37
1481,9,749,10,10,37
1482,10,750,6,86,37
1483,10,750,7,7,37
1484,10,750,8,148,37
1485,11,751,8,8,37
1486,12,752,13,73,37
1487,12,752,16,96,37
1488,12,752,19,439,37
1489,13,753,16,16,37
1490,13,753,15,15,37
1491,13,753,9,89,37
1492,14,754,8,8,37
1493,14,754,16,16,37
1494,14,754,4,124,37
1495,15,755,9,9,37
1496,15,755,17,77,37
1497,16,756,12,212,37
1498,16,756,18,38,37
1499,17,757,9,9,37
1500,17,757,8,468,37
1501,18,758,15,15,37
1502,19,759,6,686,37
1503,19,759,16,16,37
1504,0,760,15,235,38
1505,0,760,2,422,38
1506,1,761,2,202,38
1507,1,761,17,97,38
1508,2,762,6,446,38
1509,2,762,3,3,38
1510,2,762,15,575,38
1511,3,763,15,135,38
1512,4,764,11,531,38
1513,4,764,16,16,38
1514,5,765,18,18,38
1515,6,766,6,206,38
1516,7,767,7,227,38
1517,7,767,0,100,38
1518,7,767,10,750,38
1519,8,768,15,255,38
1520,8,768,16,656,38
1521,9,769,7,507,38
1522,10,770,16,516,38
1523,10,770,17,97,38
1524,10,770,0,740,38
1525,11,771,6,546,38
1526,11,771,0,40,38
1527,11,771,14,14,38
1528,12,772,14,14,38
1529,13,773,17,177,38
1530,13,773,3,183,38
1531,14,774,8,28,38
1532,14,774,19,139,38
1533,15,775,3,323,38
1534,15,775,15,15,38
1535,15,775,8,128,38
1536,16,776,19,379,38
1537,17,777,8,8,38
1538,18,778,10,10,38
1539,18,778,6,646,38
1540,18,778,14,634,38
1541,19,779,17,77,38
1542,0,780,8,8,39
1543,0,780,7,307,39
1544,1,781,13,133,39
1545,2,782,11,211,39
1546,2,782,19,259,39
1547,2,782,15,135,39
1548,3,783,5,65,39
1549,3,783,10,390,39
1550,4,784,0,0,39
1551,5,785,18,358,39
1552,5,785,1,241,39
1553,5,785,2,322,39
1554,6,786,1,521,39
1555,7,787,17,97,39
1556,8,788,7,7,39
1557,9,789,7,687,39
1558,10,790,10,50,39
1559,10,790,17,17,39
1560,10,790,1,481,39
1561,11,791,17,77,39
1562,11,791,5,465,39
1563,12,792,7,7,39
1564,12,792,9,329,39
1565,12,792,13,533,39
1566,13,793,9,9,39
1567,13,793,12,592,39
1568,13,793,18,18,39
1569,14,794,11,211,39
1570,14,794,16,456,39
1571,14,794,15,15,39
1572,15,795,6,466,39
1573,16,796,18,578,39
1574,17,797,18,378,39
1575,17,797,16,716,39
1576,18,798,11,131,39
1577,18,798,9,9,39
1578,19,799,8,208,39
1579,19,799,19,479,39
1580,0,800,15,475,40
1581,0,800,18,598,40
1582,0,800,0,260,40
1583,1,801,18,118,40
1584,1,801,5,45,40
1585,1,801,10,490,40
1586,2,802,6,46,40
1587,3,803,17,77,40
1588,3,803,19,279,40
1589,4,804,5,425,40
1590,5,805,14,14,40
1591,5,805,16,156,40
1592,6,806,11,351,40
1593,6,806,3,343,40
1594,6,806,9,269,40
1595,7,807,2,722,40
1596,8,808,5,5,40
1597,8,808,12,12,40
1598,9,809,10,10,40
1599,10,810,12,492,40
1600,10,810,18,18,40
1601,11,811,17,17,40
1602,12,812,0,200,40
1603,12,812,10,370,40
1604,12,812,4,784,40
1605,13,813,2,202,40
1606,13,813,18,18,40
1607,14,814,15,15,40
1608,14,814,7,7,40
1609,14,814,9,9,40
1610,15,815,8,108,40
1611,15,815,14,214,40
1612,15,815,15,235,40
1613,16,816,14,174,40
1614,16,816,11,31,40
1615,17,817,0,20,40
1616,18,818,15,795,40
1617,18,818,5,5,40
1618,18,818,2,2,40
1619,19,819,8,8,40
1620,19,819,9,9,40
1621,0,820,14,594,41
1622,0,820,15,295,41
1623,1,821,17,437,41
1624,2,822,17,497,41
1625,2,822,16,16,41
1626,3,823,17,277,41
1627,3,823,8,8,41
1628,3,823,2,202,41
1629,4,824,17,717,41
1630,4,824,13,93,41
1631,5,825,10,190,41
1632,5,825,1,481,41
1633,5,825,6,666,41
1634,6,826,15,15,41
1635,6,826,15,315,41
1636,7,827,7,7,41
1637,8,828,13,213,41
1638,9,829,7,127,41
1639,10,830,0,20,41
1640,10,830,7,7,41
1641,10,830,0,100,41
1642,11,831,16,576,41
1643,11,831,14,174,41
1644,12,832,19,19,41
1645,12,832,13,13,41
1646,13,833,6,26,41
1647,14,834,12,412,41
1648,14,834,12,72,41
1649,14,834,7,347,41
1650,15,835,0,20,41
1651,15,835,16,16,41
1652,15,835,15,15,41
1653,16,836,5,305,41
1654,16,836,18,158,41
1655,16,836,17,77,41
1656,17,837,3,3,41
1657,17,837,11,751,41
1658,17,837,0,60,41
1659,18,838,5,565,41
1660,19,839,1,341,41
1661,19,839,8,148,41
1662,19,839,3,603,41
1663,0,840,18,778,42
1664,0,840,5,605,42
1665,0,840,14,434,42
1666,1,841,2,202,42
1667,1,841,1,641,42
1668,2,842,5,5,42
1669,3,843,9,9,42
1670,4,844,2,562,42
1671,5,845,8,828,42
1672,5,845,8,388,42
1673,6,846,5,45,42
1674,6,846,13,113,42
1675,7,847,3,3,42
1676,7,847,6,66,42
1677,8,848,16,656,42
1678,8,848,15,795,42
1679,8,848,15,575,42
1680,9,849,6,26,42
1681,9,849,0,20,42
1682,9,849,15,15,42
1683,10,850,1,761,42
1684,10,850,12,12,42
1685,11,851,7,307,42
1686,11,851,2,422,42
1687,11,851,8,8,42
1688,12,852,19,59,42
1689,12,852,9,649,42
1690,12,852,1,361,42
1691,13,853,10,30,42
1692,14,854,2,302,42
1693,14,854,16,16,42
1694,15,855,15,15,42
1695,15,855,17,197,42
1696,16,856,18,78,42
1697,17,857,11,31,42
1698,17,857,3,203,42
1699,17,857,6,486,42
1700,18,858,15,15,42
1701,18,858,8,108,42
1702,19,859,7,247,42
1703,19,859,2,202,42
1704,19,859,2,42,42
1705,0,860,17,17,43
1706,1,861,15,835,43
1707,2,862,5,45,43
1708,2,862,11,351,43
1709,3,863,1,41,43
1710,3,863,16,196,43
1711,4,864,9,69,43
1712,4,864,15,15,43
1713,4,864,8,528,43
1714,5,865,9,449,43
1715,5,865,17,17,43
1716,6,866,15,15,43
1717,6,866,14,174,43
1718,7,867,14,14,43
1719,7,867,18,138,43
1720,8,868,9,229,43
1721,8,868,13,13,43
1722,8,868,18,398,43
1723,9,869,0,680,43
1724,9,869,4,124,43
1725,10,870,3,3,43
1726,10,870,12,12,43
1727,10,870,9,129,43
1728,11,871,5,445,43
1729,11,871,19,19,43
1730,12,872,3,183,43
1731,12,872,6,686,43
1732,13,873,12,532,43
1733,14,874,11,531,43
1734,14,874,18,78,43
1735,14,874,12,232,43
1736,15,875,0,20,43
1737,15,875,2,162,43
1738,15,875,7,307,43
1739,16,876,4,124,43
1740,17,877,13,613,43
1741,18,878,14,14,43
1742,18,878,5,45,43
1743,18,878,0,20,43
1744,19,879,7,307,43
1745,19,879,9,49,43
1746,0,880,10,10,44
1747,0,880,10,490,44
1748,1,881,2,42,44
1749,2,882,8,8,44
1750,2,882,17,197,44
1751,3,883,9,809,44
1752,4,884,5,25,44
1753,4,884,15,15,44
1754,5,885,1,221,44
1755,5,885,19,19,44
1756,5,885,8,28,44
1757,6,886,10,190,44
1758,7,887,17,77,44
1759,8,888,5,45,44
1760,9,889,8,188,44
1761,10,890,6,46,44
1762,10,890,3,343,44
1763,11,891,7,707,44
1764,11,891,17,137,44
1765,11,891,7,7,44
1766,12,892,11,611,44
1767,12,892,9,69,44
1768,13,893,18,18,44
1769,13,893,12,12,44
1770,14,894,4,844,44
1771,14,894,19,39,44
1772,15,895,9,69,44
1773,16,896,9,149,44
1774,16,896,2,802,44
1775,16,896,8,328,44
1776,17,897,3,3,44
1777,18,898,9,269,44
1778,18,898,0,740,44
1779,18,898,8,8,44
1780,19,899,11,531,44
1781,19,899,8,8,44
1782,0,900,12,12,45
1783,0,900,19,479,45
1784,0,900,18,58,45
1785,1,901,7,27,45
1786,1,901,18,18,45
1787,1,901,6,306,45
1788,2,902,19,539,45
1789,2,902,14,394,45
1790,3,903,19,19,45
1791,4,904,7,7,45
1792,5,905,10,10,45
1793,5,905,18,38,45
1794,6,906,11,211,45
1795,6,906,14,254,45
1796,7,907,17,437,45
1797,7,907,16,56,45
1798,8,908,12,612,45
1799,8,908,14,254,45
1800,9,909,5,5,45
1801,9,909,9,9,45
1802,9,909,2,2,45
1803,10,910,11,151,45
1804,10,910,8,28,45
1805,10,910,3,283,45
1806,11,911,16,96,45
1807,11,911,3,3,45
1808,11,911,10,170,45
1809,12,912,14,14,45
1810,12,912,3,303,45
1811,12,912,0,0,45
1812,13,913,16,16,45
1813,14,914,8,148,45
1814,15,915,0,0,45
1815,15,915,8,28,45
1816,15,915,7,7,45
1817,16,916,10,10,45
1818,16,916,19,479,45
1819,16,916,13,13,45
1820,17,917,13,13,45
1821,17,917,7,7,45
1822,18,918,10,770,45
1823,19,919,9,489,45
1824,0,920,6,306,46
1825,1,921,12,12,46
1826,2,922,9,449,46
1827,3,923,18,398,46
1828,3,923,5,205,46
1829,4,924,8,8,46
1830,4,924,0,20,46
1831,4,924,15,15,46
1832,5,925,8,8,46
1833,5,925,19,59,46
1834,6,926,3,3,46
1835,7,927,1,521,46
1836,8,928,12,232,46
1837,9,929,1,41,46
1838,9,929,10,390,46
1839,9,929,1,881,46
1840,10,930,12,292,46
1841,10,930,2,382,46
1842,10,930,15,15,46
1843,11,931,13,273,46
1844,12,932,15,15,46
1845,12,932,17,17,46
1846,13,933,19,39,46
1847,14,934,4,124,46
1848,15,935,18,18,46
1849,15,935,8,468,46
1850,15,935,15,455,46
1851,16,936,13,533,46
1852,17,937,8,8,46
1853,17,937,12,32,46
1854,17,937,11,711,46
1855,18,938,13,833,46
1856,18,938,19,199,46
1857,18,938,10,10,46
1858,19,939,9,9,46
1859,19,939,15,455,46
1860,0,940,16,56,47
1861,1,941,0,400,47
1862,1,941,5,345,47
1863,1,941,9,9,47
1864,2,942,1,781,47
1865,2,942,8,148,47
1866,2,942,2,2,47
1867,3,943,9,9,47
1868,3,943,18,38,47
1869,3,943,15,55,47
1870,4,944,8,648,47
1871,4,944,9,689,47
1872,4,944,16,56,47
1873,5,945,18,38,47
1874,6,946,11,91,47
1875,6,946,10,590,47
1876,6,946,9,9,47
1877,7,947,0,120,47
1878,8,948,11,531,47
1879,8,948,16,76,47
1880,9,949,10,290,47
1881,10,950,1,61,47
1882,11,951,7,687,47
1883,11,951,10,290,47
1884,11,951,5,205,47
1885,12,952,15,875,47
1886,12,952,8,608,47
1887,13,953,11,231,47
1888,13,953,5,5,47
1889,13,953,10,10,47
1890,14,954,6,66,47
1891,14,954,16,16,47
1892,15,955,6,846,47
1893,15,955,8,8,47
1894,15,955,3,3,47
1895,16,956,16,16,47
1896,16,956,11,531,47
1897,16,956,16,36,47
1898,17,957,9,709,47
1899,17,957,10,770,47
1900,18,958,7,7,47
1901,19,959,13,33,47
1902,19,959,15,175,47
1903,19,959,17,417,47
1904,0,960,12,12,48
1905,1,961,19,239,48
1906,1,961,6,186,48
1907,1,961,8,8,48
1908,2,962,4,684,48
1909,2,962,6,686,48
1910,3,963,14,274,48
1911,4,964,9,9,48
1912,4,964,18,18,48
1913,4,964,13,13,48
1914,5,965,13,13,48
1915,6,966,9,749,48
1916,7,967,6,206,48
1917,7,967,10,10,48
1918,7,967,16,16,48
1919,8,968,2,2,48
1920,8,968,8,28,48
1921,8,968,17,117,48
1922,9,969,10,250,48
1923,10,970,12,412,48
1924,10,970,12,332,48
1925,11,971,4,924,48
1926,11,971,16,196,48
1927,11,971,4,844,48
1928,12,972,18,78,48
1929,12,972,1,141,48
1930,12,972,14,474,48
1931,13,973,9,209,48
1932,14,974,7,927,48
1933,14,974,0,360,48
1934,14,974,5,185,48
1935,15,975,0,700,48
1936,15,975,9,9,48
1937,16,976,19,279,48
1938,16,976,1,841,48
1939,17,977,10,230,48
1940,17,977,7,7,48
1941,18,978,14,694,48
1942,18,978,17,77,48
1943,18,978,8,8,48
1944,19,979,1,41,48
1945,19,979,5,385,48
1946,0,980,13,13,49
1947,1,981,18,18,49
1948,1,981,2,482,49
1949,2,982,4,4,49
1950,2,982,19,539,49
1951,2,982,13,113,49
1952,3,983,16,196,49
1953,3,983,13,813,49
1954,4,984,14,494,49
1955,4,984,16,36,49
1956,5,985,16,36,49
1957,5,985,3,3,49
1958,6,986,3,223,49
1959,6,986,8,8,49
1960,7,987,0,20,49
1961,8,988,13,293,49
1962,8,988,2,462,49
1963,9,989,2,242,49
1964,9,989,8,68,49
1965,9,989,10,10,49
1966,10,990,10,10,49
1967,10,990,18,718,49
1968,11,991,9,9,49
1969,11,991,17,17,49
1970,12,992,6,566,49
1971,12,992,2,462,49
1972,13,993,10,770,49
1973,14,994,14,694,49
1974,15,995,6,446,49
1975,15,995,9,429,49
1976,15,995,16,56,49
1977,16,996,1,241,49
1978,17,997,9,629,49
1979,17,997,5,65,49
1980,18,998,18,18,49
1981,19,999,15,315,49
1982,0,1000,18,758,50
1983,1,1001,2,242,50
1984,2,1002,2,202,50
1985,2,1002,17,837,50
1986,2,1002,16,56,50
1987,3,1003,17,97,50
1988,4,1004,18,278,50
1989,5,1005,3,543,50
1990,5,1005,5,245,50
1991,6,1006,15,315,50
1992,6,1006,17,97,50
1993,6,1006,14,134,50
1994,7,1007,1,761,50
1995,7,1007,1,821,50
1996,8,1008,2,142,50
1997,8,1008,3,3,50
1998,9,1009,15,875,50
1999,9,1009,8,148,50
2000,10,1010,3,3,50
2001,10,1010,19,19,50
2002,11,1011,19,99,50
2003,12,1012,13,373,50
2004,12,1012,17,437,50
2005,13,1013,12,912,50
2006,13,1013,3,3,50
2007,14,1014,15,15,50
2008,15,1015,8,968,50
2009,16,1016,15,15,50
2010,16,1016,12,12,50
2011,17,1017,12,772,50
2012,17,1017,13,13,50
2013,18,1018,5,5,50
2014,18,1018,13,73,50
2015,18,1018,9,9,50
2016,19,1019,5,125,50
2017,0,1020,17,77,51
2018,0,1020,9,9,51
2019,0,1020,4,124,51
2020,1,1021,11,131,51
2021,2,1022,12,612,51
2022,3,1023,5,745,51
2023,3,1023,10,190,51
2024,3,1023,0,20,51
2025,4,1024,15,15,51
2026,5,1025,8,88,51
2027,5,1025,12,212,51
2028,5,1025,14,14,51
2029,6,1026,2,482,51
2030,6,1026,7,127,51
2031,7,1027,12,192,51
2032,8,1028,19,479,51
2033,8,1028,15,15,51
2034,8,1028,18,18,51
2035,9,1029,17,17,51
2036,9,1029,16,236,51
2037,10,1030,11,311,51
2038,11,1031,6,46,51
2039,12,1032,18,718,51
2040,13,1033,10,190,51
2041,14,1034,0,720,51
2042,15,1035,14,174,51
2043,16,1036,2,322,51
2044,16,1036,6,86,51
2045,16,1036,1,361,51
2046,17,1037,6,286,51
2047,17,1037,3,963,51
2048,17,1037,9,449,51
2049,18,1038,0,540,51
2050,19,1039,6,846,51
2051,0,1040,7,7,52
2052,0,1040,8,148,52
2053,0,1040,0,580,52
2054,1,1041,6,466,52
2055,2,1042,17,17,52
2056,2,1042,19,159,52
2057,2,1042,5,1005,52
2058,3,1043,19,199,52
2059,3,1043,14,214,52
2060,3,1043,15,15,52
2061,4,1044,9,129,52
2062,5,1045,17,77,52
2063,5,1045,8,468,52
2064,5,1045,0,80,52
2065,6,1046,5,885,52
2066,7,1047,1,201,52
2067,7,1047,18,438,52
2068,7,1047,13,813,52
2069,8,1048,14,14,52
2070,8,1048,1,881,52
2071,9,1049,10,50,52
2072,10,1050,9,9,52
2073,10,1050,19,479,52
2074,11,1051,1,141,52
2075,11,1051,7,867,52
2076,11,1051,1,41,52
2077,12,1052,2,462,52
2078,12,1052,11,31,52
2079,13,1053,8,8,52
2080,14,1054,0,20,52
2081,14,1054,16,16,52
2082,14,1054,14,14,52
2083,15,1055,17,617,52
2084,15,1055,11,531,52
2085,16,1056,12,492,52
2086,17,1057,17,897,52
2087,17,1057,1,21,52
2088,17,1057,4,984,52
2089,18,1058,0,0,52
2090,18,1058,15,975,52
2091,18,1058,19,579,52
2092,19,1059,3,83,52
2093,0,1060,4,684,53
2094,0,1060,13,813,53
2095,0,1060,5,645,53
2096,1,1061,11,471,53
2097,2,1062,8,8,53
2098,2,1062,1,781,53
2099,3,1063,13,133,53
2100,4,1064,12,412,53
2101,4,1064,14,154,53
2102,5,1065,8,8,53
2103,6,1066,9,129,53
2104,6,1066,5,125,53
2105,6,1066,4,144,53
2106,7,1067,16,16,53
2107,7,1067,0,20,53
2108,8,1068,7,807,53
2109,9,1069,2,882,53
2110,10,1070,18,38,53
2111,11,1071,16,36,53
2112,12,1072,8,968,53
2113,13,1073,3,923,53
2114,13,1073,18,158,53
2115,14,1074,18,958,53
2116,14,1074,13,53,53
2117,15,1075,2,722,53
2118,15,1075,19,159,53
2119,15,1075,1,561,53
2120,16,1076,0,0,53
2121,16,1076,18,98,53
2122,16,1076,6,466,53
2123,17,1077,3,3,53
2124,17,1077,18,698,53
2125,18,1078,7,747,53
2126,18,1078,9,89,53
2127,19,1079,15,235,53
2128,0,1080,14,834,54
2129,0,1080,19,19,54
2130,0,1080,16,16,54
2131,1,1081,5,125,54
2132,1,1081,13,753,54
2133,2,1082,8,968,54
2134,2,1082,5,45,54
2135,3,1083,0,20,54
2136,3,1083,3,983,54
2137,4,1084,8,8,54
2138,4,1084,15,15,54
2139,5,1085,17,97,54
2140,6,1086,14,474,54
2141,6,1086,17,717,54
2142,7,1087,5,1025,54
2143,7,1087,18,18,54
2144,8,1088,10,190,54
2145,8,1088,2,462,54
2146,8,1088,9,509,54
2147,9,1089,1,761,54
2148,9,1089,6,26,54
2149,9,1089,8,468,54
2150,10,1090,6,886,54
2151,10,1090,13,13,54
2152,10,1090,9,9,54
2153,11,1091,7,7,54
2154,11,1091,13,13,54
2155,11,1091,3,3,54
2156,12,1092,12,472,54
2157,13,1093,19,139,54
2158,13,1093,13,13,54
2159,13,1093,9,429,54
2160,14,1094,11,991,54
2161,14,1094,15,15,54
2162,14,1094,10,50,54
2163,15,1095,13,833,54
2164,16,1096,9,9,54
2165,17,1097,15,15,54
2166,17,1097,19,19,54
2167,17,1097,2,2,54
2168,18,1098,13,253,54
2169,18,1098,15,995,54
2170,19,1099,9,709,54
2171,0,1100,14,14,55
2172,0,1100,12,52,55
2173,0,1100,16,56,55
2174,1,1101,2,322,55
2175,1,1101,10,30,55
2176,1,1101,5,825,55
2177,2,1102,10,190,55
2178,2,1102,16,516,55
2179,2,1102,9,9,55
2180,3,1103,13,13,55
2181,4,1104,18,38,55
2182,4,1104,15,75,55
2183,4,1104,2,242,55
2184,5,1105,9,649,55
2185,5,1105,8,148,55
2186,6,1106,1,241,55
2187,7,1107,10,450,55
2188,7,1107,13,313,55
2189,8,1108,3,3,55
2190,9,1109,15,15,55
2191,10,1110,2,182,55
2192,11,1111,18,58,55
2193,12,1112,14,14,55
2194,13,1113,2,2,55
2195,13,1113,10,230,55
2196,13,1113,8,648,55
2197,14,1114,11,31,55
2198,14,1114,15,15,55
